SQ_CANDIDATO;NM_MUNICIPIO;CD_MUNICIPIO;NR_ZONA;DS_SIT_TOT_TURNO;NM_CANDIDATO;SG_PARTIDO;QT_VOTOS_NOMINAIS
230000001742;BOA VISTA;03018;5;SUPLENTE;ANDRE SANTIAGO NARANJO;PTC;116
230000002789;BOA VISTA;03018;5;SUPLENTE;KATIANA DA ENCARNAÇÃO RODRIGUES;PC do B;205
230000002585;BOA VISTA;03018;1;SUPLENTE;ALEXANDRE MOREIRA DOS SANTOS;PC do B;97
230000002788;BOA VISTA;03018;1;SUPLENTE;SANDRA REGINA CAETANO BATISTA;PC do B;22
230000002100;BOA VISTA;03018;5;SUPLENTE;IDALIANA DA SILVA RODRIGUES;PSD;42
230000002112;BOA VISTA;03018;5;SUPLENTE;CAMILA ROBERTA FERREIRA DE VASCONCELOS;PSD;510
230000002106;BOA VISTA;03018;1;SUPLENTE;ANDERSON SOARES DA SILVA;PSD;1
230000001577;BOA VISTA;03018;5;SUPLENTE;ANTONIO GONÇALVES DE FREITAS;PMB;57
230000002390;BOA VISTA;03018;1;SUPLENTE;JONILSON SOARES DE ABREU;PSDB;8
230000002391;BOA VISTA;03018;5;SUPLENTE;PARIMÉ BRASIL FILHO;DEM;20
230000002372;BOA VISTA;03018;5;SUPLENTE;NEILA MARIA DE LIMA FRAZÃO;PRTB;115
230000002379;BOA VISTA;03018;1;SUPLENTE;JOSÉ NILTON MATIAS LIMA;PRTB;58
230000002155;BOA VISTA;03018;1;SUPLENTE;ERASMO  MISTAL VASCONCELOS DE LIMA;PTN;123
230000002144;BOA VISTA;03018;1;SUPLENTE;SANDRA CRISTINA ROZA DE ARAUJO;PTN;16
230000002158;BOA VISTA;03018;1;SUPLENTE;IVANETE DE JESUS OLIVEIRA;PTN;14
230000002146;BOA VISTA;03018;1;SUPLENTE;JOAO DE DEUS COSTA DUARTE JUNIOR;PTN;125
230000002058;BOA VISTA;03018;1;SUPLENTE;EVALDO JOSÉ AGUIAR FILHO;PSB;19
230000002080;BOA VISTA;03018;5;SUPLENTE;RAIFRAN CONCEIÇÃO DE SOUSA;PSDC;263
230000002079;BOA VISTA;03018;1;SUPLENTE;PAULO CARPEJANE ALVES FERREIRA;PSL;0
230000003047;BOA VISTA;03018;5;SUPLENTE;ANTONIO LEOCADIO VASCONCELOS FILHO;PSB;482
230000002056;BOA VISTA;03018;1;SUPLENTE;ANTONIO ARAÚJO COSTA JÚNIOR;PSB;42
230000001757;BOA VISTA;03018;1;SUPLENTE;SERGIO PEREIRA DA SILVA;PDT;6
230000001785;BOA VISTA;03018;1;SUPLENTE;MARLA MARJORIE LIMA DE SOUZA;PHS;57
230000001778;BOA VISTA;03018;1;SUPLENTE;SUELI MORAES DA SILVA CARDOZO;PDT;294
230000002336;BOA VISTA;03018;1;SUPLENTE;DIONNI SILVA PEREIRA;PPS;96
230000002339;BOA VISTA;03018;1;SUPLENTE;LOURRAYNA JUREMA ARAÚJO;PPS;40
230000001611;IRACEMA;03026;6;SUPLENTE;JOCINEY SOUZA NOGUEIRA;PSC;45
230000001162;IRACEMA;03026;6;SUPLENTE;DIANA CLISSIA DE BRITO BORRALHO;PSDB;2
230000001537;IRACEMA;03026;6;SUPLENTE;SANDRA REGINA DA CONCEIÇÃO;PEN;46
230000002844;AMAJARI;03042;7;SUPLENTE;MARLENE PACHECO DE FREITAS;PPS;12
230000002122;CANTÁ;03069;3;SUPLENTE;ESDRAS DOS SANTOS GUIMARÃES;PMN;278
230000002120;CANTÁ;03069;3;SUPLENTE;JUDEMAX DA CRUZ MOTA;PMN;48
230000001277;CANTÁ;03069;3;SUPLENTE;CARVILHO MACHADO DE ALMEIDA;PROS;50
230000002134;CANTÁ;03069;3;NÃO ELEITO;GERALDO CORREIA LIMA;PRTB;0
230000001698;CANTÁ;03069;3;ELEITO POR QP;JESSE DOS SANTOS SILVA;PC do B;188
230000001366;RORAINÓPOLIS;03085;8;SUPLENTE;EDSON LOPES;PPS;80
230000001103;RORAINÓPOLIS;03085;8;SUPLENTE;ISMAEL SARAIVA DE SOUZA;PRTB;21
230000001107;RORAINÓPOLIS;03085;8;SUPLENTE;FRANCISCO SANTOS MORAES;PHS;121
230000002480;NORMANDIA;03115;3;SUPLENTE;JUAREZ LIMA ARAÚJO;PV;46
230000001074;NORMANDIA;03115;3;ELEITO POR QP;ROMILDO BORGES AQUIAR;PRB;362
230000001513;NORMANDIA;03115;3;ELEITO POR QP;CARLOS ALBERTO BATISTA DA SILVA;PDT;269
230000001044;SÃO JOÃO DA BALIZA;03131;4;SUPLENTE;HELENA MILHOMEM DE SOUZA;PC do B;2
230000001612;IRACEMA;03026;6;SUPLENTE;RENATO GOMES FIARES;PSC;11
230000002481;AMAJARI;03042;7;SUPLENTE;ENERSON ALVES DA SILVA;PPS;62
230000001208;AMAJARI;03042;7;SUPLENTE;EUSALINA AMORIM DE ARAUJO;PC do B;26
230000001203;AMAJARI;03042;7;SUPLENTE;DAYANA ROSSE LUCIANO;PRP;20
230000001705;CANTÁ;03069;3;SUPLENTE;RAIMUNDO PEREIRA DA SILVA;PC do B;162
230000001866;CANTÁ;03069;3;SUPLENTE;MIRON PEREIRA CARNEIRO;PHS;47
230000002124;CANTÁ;03069;3;SUPLENTE;BRUNO CASTRO AGUIAR;PP;251
230000002127;CANTÁ;03069;3;SUPLENTE;ANTONIO GOMES DSO SANTOS FILHO;PMN;33
230000002139;CANTÁ;03069;3;NÃO ELEITO;ELIZANGELA FELEOL FROES;PRTB;110
230000001125;RORAINÓPOLIS;03085;8;NÃO ELEITO;CLEONILDE COSTA DIAS;PTC;23
230000001132;RORAINÓPOLIS;03085;8;NÃO ELEITO;FRANCISCO DOS ANJOS COSTA;PTC;10
230000001075;NORMANDIA;03115;3;SUPLENTE;LEILA MARIA PEREIRA BANANEIRA;PSD;156
230000002473;NORMANDIA;03115;3;SUPLENTE;FRANKLANDE DIOGO MANDUKLÃO;PV;84
230000001515;NORMANDIA;03115;3;SUPLENTE;FRANCISCO NETTO LOPES;PSC;8
230000001525;NORMANDIA;03115;3;SUPLENTE;BENEDITO FRANCISCO DOS SANTOS;PDT;19
230000002049;SÃO JOÃO DA BALIZA;03131;4;SUPLENTE;JOSIELMA FERREIRA DOS SANTOS;PDT;3
230000001966;SÃO JOÃO DA BALIZA;03131;4;ELEITO POR QP;SEBASTIÃO PEREIRA DA SILVA;SD;176
230000001176;IRACEMA;03026;6;SUPLENTE;FRANCIDALVA SALES BARROZO MEDEIROS;PPS;2
230000001167;IRACEMA;03026;6;SUPLENTE;ILDA MOTA OLIVEIRA;PR;5
230000001530;IRACEMA;03026;6;SUPLENTE;PAULO ROBERTO DA SILVA PROCOPIO LEITE;PEN;14
230000002486;AMAJARI;03042;7;SUPLENTE;ZENO ALVES BEZERRA;PTC;91
230000002498;AMAJARI;03042;7;NÃO ELEITO;ANTONIO NOGUEIRA DE SOUZA FILHO;PHS;0
230000002504;AMAJARI;03042;7;NÃO ELEITO;RUBELVAN ALVES DA SILVA;PR;0
230000002495;AMAJARI;03042;7;NÃO ELEITO;MARCOS JOSE DE SOUSA SILVA;PR;0
230000001699;CANTÁ;03069;3;SUPLENTE;ALCINDA PINHO CADETE;PC do B;19
230000001479;CANTÁ;03069;3;SUPLENTE;DAVID PATRICIO DA SILVA;PSB;49
230000002115;CANTÁ;03069;3;SUPLENTE;FRANCIVALDO FERREIRA SANTANA;PR;106
230000001644;RORAINÓPOLIS;03085;8;SUPLENTE;ANTONIO DA SILVA FREITAS;PRB;185
230000001765;BOA VISTA;03018;5;SUPLENTE;ALDENOR DE LIMA;PDT;119
230000001776;BOA VISTA;03018;1;SUPLENTE;JORDAN DA SILVA LARANJEIRA;PDT;133
230000002417;BOA VISTA;03018;5;NÃO ELEITO;DENIS LOURENÇO DA COSTA;PRP;311
230000002433;BOA VISTA;03018;1;NÃO ELEITO;SILMARA DA SILVA FEITOZA;PRP;44
230000002418;BOA VISTA;03018;1;NÃO ELEITO;ANGELO SIMPLICIO PEREIRA;PRP;6
230000002433;BOA VISTA;03018;5;NÃO ELEITO;SILMARA DA SILVA FEITOZA;PRP;38
230000002302;BOA VISTA;03018;5;NÃO ELEITO;VIVIAN WANDEMBERG VIANNA;PV;3
230000002297;BOA VISTA;03018;5;NÃO ELEITO;ZILDO JANUARIO RAPOSO;PV;119
230000002313;BOA VISTA;03018;5;NÃO ELEITO;MARIA PERPETUA DA SILVA;PTB;15
230000002743;BOA VISTA;03018;1;ELEITO POR MÉDIA;MAURICELIO FERNANDES DE MELO;PMDB;478
230000002156;BOA VISTA;03018;1;ELEITO POR QP;JÚLIO CÉZAR MEDEIROS LIMA;PTN;489
230000002300;BOA VISTA;03018;5;NÃO ELEITO;IRLANDA MAGDA MOURA RIBEIRO CHAPARRO;PV;0
230000001000;BONFIM;03077;3;SUPLENTE;JOSETTE ROSE PEREIRA;PDT;11
230000000990;BONFIM;03077;3;SUPLENTE;TERENCIO SALAMAO MANDUCA;PRTB;75
230000001051;BONFIM;03077;3;SUPLENTE;CLAUDINEY MENEZES;PT;26
230000002023;BONFIM;03077;3;NÃO ELEITO;JOAQUINA DA SILVA FARIAS;PTN;145
230000001419;CARACARAÍ;03034;2;SUPLENTE;SÂMEA ALESSANDRA MIRANDA MARINHO;PEN;0
230000001422;CARACARAÍ;03034;2;SUPLENTE;RAQUEL PERPETUA DE OLIVEIRA;PP;0
230000000950;CARACARAÍ;03034;2;SUPLENTE;CLAUDIA VALBIA SILVA DE MOURA;PMB;37
230000002543;CARACARAÍ;03034;2;SUPLENTE;FRANCINEI DOS SANTOS GOMES;PDT;78
230000001392;CARACARAÍ;03034;2;NÃO ELEITO;FRANCISCO DA SILVA OLIVEIRA;PSOL;15
230000002448;CARACARAÍ;03034;2;NÃO ELEITO;ALTAIR DE SOUZA MORAES FILHO;PSDC;0
230000002525;CARACARAÍ;03034;2;NÃO ELEITO;MARIA APARECIDA BARROSO AFONSO;PHS;6
230000002269;CAROEBE;03000;4;SUPLENTE;LUCIANO FARIAS DE MOURA;PSDC;17
230000001466;CAROEBE;03000;4;SUPLENTE;VAGNOR FARIAS DOS SANTOS;PTC;20
230000001086;CAROEBE;03000;4;SUPLENTE;JANDERVAM FIGUEIREDO REGIS;PHS;60
230000001088;CAROEBE;03000;4;ELEITO POR QP;JOAO PAULO PEREIRA DOS SANTOS;PSDB;203
230000001853;MUCAJAÍ;03093;6;SUPLENTE;OSEIAS DOS SANTOS SILVA;PHS;128
230000001852;MUCAJAÍ;03093;6;SUPLENTE;JOSÉ CRAVINO DE OLIVEIRA FILHO;PT;140
230000001823;MUCAJAÍ;03093;6;SUPLENTE;LAELMA MENDONÇA PEREIRA;PSD;28
230000000967;PACARAIMA;03123;7;SUPLENTE;VAGNER BEZERRA DE ARAÚJO;PRB;212
230000001187;PACARAIMA;03123;7;SUPLENTE;ADEILSON DOS SANTOS VASCONCELOS;PMB;29
230000001245;PACARAIMA;03123;7;SUPLENTE;JOAO CARLOS BRAGA DA SILVA;PRTB;81
230000001250;PACARAIMA;03123;7;SUPLENTE;MARCELLO PEREIRA;PV;85
230000001242;PACARAIMA;03123;7;ELEITO POR MÉDIA;RODVAN ALVES DA SILVA;PDT;164
230000002758;SÃO LUIZ;03158;4;SUPLENTE;ROSILEIDE RODRIGUES DOS SANTOS;PP;144
230000002505;SÃO LUIZ;03158;4;SUPLENTE;GILSON INÁCIO DE SOUSA;PPS;99
230000001912;ALTO ALEGRE;03050;3;SUPLENTE;ROSILEIDE DA CRUZ PAIVA;PEN;2
230000001319;ALTO ALEGRE;03050;3;NÃO ELEITO;ROSIMERIS CAVALCANTE BARBOSA;PV;0
230000001148;IRACEMA;03026;6;SUPLENTE;ALICE BORGES SOUZA;PMDB;1
230000001181;IRACEMA;03026;6;ELEITO POR QP;JOSE RAIMUNDO DOS SANTOS ARAUJO;PR;199
230000002195;AMAJARI;03042;7;SUPLENTE;WILLIAM FELIX DA SILVA;PRB;131
230000001498;AMAJARI;03042;7;SUPLENTE;MARCIA CAROLINE PEIXOTO DA SILVA;PSL;25
230000002501;AMAJARI;03042;7;NÃO ELEITO;CESAR AUGUSTO SALUSTIANO DO NASCIMENTO FILHO;PSB;0
230000001485;CANTÁ;03069;3;SUPLENTE;THIAGO ALVES DO NASCIMENTO;PSDB;70
230000001566;BOA VISTA;03018;5;SUPLENTE;ALCIDEMAR SAMPAIO DE ALMEIDA;PSC;379
230000002373;BOA VISTA;03018;1;SUPLENTE;GILBERTO UEMURA;PRTB;98
230000002375;BOA VISTA;03018;1;SUPLENTE;IRAN DE OLIVEIRA MARINHO;PRTB;9
230000002168;BOA VISTA;03018;5;SUPLENTE;MAYCO  SILVA DOS SANTOS;PEN;33
230000002067;BOA VISTA;03018;5;SUPLENTE;ESTER PEREIRA RODRIGUES;PT do B;130
230000001760;BOA VISTA;03018;1;SUPLENTE;EDSON LOURENÇO DOS SANTOS;PDT;29
230000002360;BOA VISTA;03018;1;SUPLENTE;PIERRE PINTO CARDOSO;PR;382
230000002341;BOA VISTA;03018;5;SUPLENTE;RORAIMA DIAS VERAS;PPS;660
230000002361;BOA VISTA;03018;5;SUPLENTE;TERESA CRISTINA NOGUEIRA PAIM;PR;224
230000002205;BOA VISTA;03018;5;NÃO ELEITO;IRANEIDE DA SILVA DE SOUSA;PROS;3
230000002434;BOA VISTA;03018;5;NÃO ELEITO;EDIMUNDO DE LIMA FERREIRA;PRP;168
230000002432;BOA VISTA;03018;1;NÃO ELEITO;JOALDO GOMES DO NASCIMENTO;PRP;33
230000001930;BOA VISTA;03018;1;NÃO ELEITO;FRANCISCO GOMES RIBEIRO;PSOL;17
230000002297;BOA VISTA;03018;1;NÃO ELEITO;ZILDO JANUARIO RAPOSO;PV;4
230000002316;BOA VISTA;03018;5;NÃO ELEITO;ANA CARLA SÁ DE SOUZA;PV;2
230000002308;BOA VISTA;03018;5;NÃO ELEITO;ALZENIRA DOS SANTOS;PTB;101
230000002314;BOA VISTA;03018;1;NÃO ELEITO;MIGUEL PINHEIRO DE OLIVEIRA;PTB;48
230000001959;BOA VISTA;03018;5;ELEITO POR QP;MANOEL NEVES DE MACEDO;PRB;1587
230000002070;BOA VISTA;03018;1;ELEITO POR QP;GENILSON COSTA E SILVA;SD;524
230000001056;BONFIM;03077;3;SUPLENTE;NAIANA KEILA DA SILVA ALVES BEZERRA;PT;1
230000002259;BONFIM;03077;3;NÃO ELEITO;CHARLES WILSON CALANDRINY MACEDO;PPS;0
230000001411;CARACARAÍ;03034;2;SUPLENTE;FRANCISCO EDINARDO TEIXEIRA;PEN;194
230000001347;CARACARAÍ;03034;2;SUPLENTE;LUCINDA CARDOSO MACEDO;PR;101
230000002550;CARACARAÍ;03034;2;SUPLENTE;ADEMIR LOPES PEREIRA;PT;8
230000000934;CARACARAÍ;03034;2;NÃO ELEITO;NADIA ANDRADE BEZERRA;PPS;34
230000002461;CARACARAÍ;03034;2;NÃO ELEITO;RANOLFO SOARES DA SILVA;PHS;80
230000001416;CARACARAÍ;03034;2;ELEITO POR MÉDIA;MARIA DE PINHO MINEIRO;PEN;280
230000001995;CAROEBE;03000;4;SUPLENTE;GEDIEL CORREIA DE SOUZA;PEN;72
230000001831;MUCAJAÍ;03093;6;SUPLENTE;JOSÉ DA SILVA MELO;PT do B;43
230000003013;MUCAJAÍ;03093;6;SUPLENTE;ANA RITA DA SILVA CARDOSO;PSL;20
230000003012;MUCAJAÍ;03093;6;SUPLENTE;SIRLENE CARVALHO FURTADO;PC do B;15
230000001393;MUCAJAÍ;03093;6;NÃO ELEITO;SIULAN RODRIGUES DA COSTA;PP;22
230000001217;PACARAIMA;03123;7;SUPLENTE;MIGUEL BATISTA DE ALMEIDA;PP;39
230000001222;PACARAIMA;03123;7;SUPLENTE;ALESSANDRA SILVA ARAUJO;PMN;110
230000000969;PACARAIMA;03123;7;SUPLENTE;LEILA DOS SANTOS SILVA;PRB;94
230000002521;SÃO LUIZ;03158;4;SUPLENTE;DELCIMAR DOS SANTOS PINHEIRO;PPL;47
230000001257;SÃO LUIZ;03158;4;NÃO ELEITO;EDGAR FERNANDES DA SILVA;PDT;12
230000001268;SÃO LUIZ;03158;4;NÃO ELEITO;ELIANE DIAS COSTA;PDT;10
230000002228;ALTO ALEGRE;03050;3;SUPLENTE;SILVIO ROBERTO DE LIMA REINBOLD;PSD;318
230000001173;IRACEMA;03026;6;SUPLENTE;JOAO ALVES PEREIRA FILHO;PSDC;73
230000001150;IRACEMA;03026;6;SUPLENTE;ANTONIA DE SOUSA SANTOS;PSD;21
230000002484;AMAJARI;03042;7;SUPLENTE;IARA PEREIRA DA SILVA;PROS;0
230000001507;AMAJARI;03042;7;SUPLENTE;CLEILTON VIEIRA MARQUES;PDT;12
230000001502;AMAJARI;03042;7;SUPLENTE;VALDECY ALEXANDRE;PP;16
230000002762;AMAJARI;03042;7;NÃO ELEITO;MONICA ALMEIDA DA CONCEIÇÃO;PR;0
230000001700;CANTÁ;03069;3;SUPLENTE;MARIA DAS NEVES SOUZA;PC do B;18
230000001850;MUCAJAÍ;03093;6;SUPLENTE;DANIEL PEREIRA FIDALGO;PRP;26
230000001828;MUCAJAÍ;03093;6;SUPLENTE;RAIMUNDA ALMEIDA DA SILVA;SD;37
230000003022;MUCAJAÍ;03093;6;SUPLENTE;RAIMUNDO NONATO PEREIRA E SILVA;PC do B;43
230000001215;PACARAIMA;03123;7;SUPLENTE;ANDRE BARROS DA SILVA;PP;21
230000000970;PACARAIMA;03123;7;SUPLENTE;PERCIANO ALVES DA PAIXÃO;PRB;1
230000001192;PACARAIMA;03123;7;SUPLENTE;NESTOR NASCIMENTO NETO;PRP;4
230000001185;PACARAIMA;03123;7;SUPLENTE;LEILA CUNHA DO CARMO;PMB;3
230000001236;PACARAIMA;03123;7;NÃO ELEITO;JOSE SEBASTIÃO ALVES BEZERRA;PPS;0
230000002513;SÃO LUIZ;03158;4;SUPLENTE;JOSAFA DA SILVA COSTA;PPL;109
230000002755;SÃO LUIZ;03158;4;SUPLENTE;JOSÉ RIBAMAR NUNES BEZERRA;PC do B;17
230000002824;SÃO LUIZ;03158;4;SUPLENTE;MEIRY JANE SOUZA MACIEL;PMDB;2
230000001288;SÃO LUIZ;03158;4;SUPLENTE;VAGNALDO LIMA SALAZAR;PSDB;139
230000002402;ALTO ALEGRE;03050;3;ELEITO POR QP;UESLEY CUNHA SANTIAGO;PR;541
230000002791;BOA VISTA;03018;1;SUPLENTE;AGNELI SOUZA DE OLIVEIRA;PC do B;10
230000002772;BOA VISTA;03018;5;SUPLENTE;EDIVALDO NASCIMENTO SILVA;PT;147
230000002086;BOA VISTA;03018;5;SUPLENTE;LEONARDO DE SOUSA LIMA;PSD;102
230000002102;BOA VISTA;03018;5;SUPLENTE;WERBET NOIA LOPES;PSD;407
230000001946;BOA VISTA;03018;5;SUPLENTE;LORENA CRISTINA DOURADO DE SOUZA;PP;236
230000001951;BOA VISTA;03018;5;SUPLENTE;FRANCISCO JONAS ARAÚJO LIRA;PP;15
230000001562;BOA VISTA;03018;5;SUPLENTE;ALTEVIR GONÇALVES DE SOUZA;PSC;112
230000001586;BOA VISTA;03018;5;SUPLENTE;MÁRIO FERNANDO FERREIRA DA SILVA;PMB;273
230000001582;BOA VISTA;03018;5;SUPLENTE;MARCYEL DAMASCENO DE OLIVEIRA;PMB;110
230000001580;BOA VISTA;03018;1;SUPLENTE;EPAMINONDAS NOGUEIRA DOS SANTOS;PMB;46
230000002174;BOA VISTA;03018;5;SUPLENTE;YUNGO DE PAIVA MACEDO;PEN;34
230000002146;BOA VISTA;03018;5;SUPLENTE;JOAO DE DEUS COSTA DUARTE JUNIOR;PTN;163
230000002082;BOA VISTA;03018;5;SUPLENTE;RAIMUNDO PAIVA DE SOUSA;PT do B;119
230000002057;BOA VISTA;03018;1;SUPLENTE;CASSIA DA SILVA LIMA;PSB;26
230000002066;BOA VISTA;03018;5;SUPLENTE;EDVALDO MOURA DE SOUSA;PSL;1060
230000002064;BOA VISTA;03018;1;SUPLENTE;ANTÔNIO ADBERTO RESENDE VERAS;PSDC;508
230000002362;BOA VISTA;03018;5;SUPLENTE;VANDIQUE DE LIMA ROCHA;PR;97
230000002341;BOA VISTA;03018;1;SUPLENTE;RORAIMA DIAS VERAS;PPS;387
230000002344;BOA VISTA;03018;1;SUPLENTE;JOSÉ MARCIO DENGUE MALHADA;PPS;96
230000002422;BOA VISTA;03018;5;NÃO ELEITO;MÁRIO MÁRCIO BRITO SAMPAIO;PRP;1032
230000002965;BOA VISTA;03018;5;NÃO ELEITO;CRISTIANE MARIA CARDOSO;PRP;0
230000002436;BOA VISTA;03018;5;NÃO ELEITO;ANTONIO CLODOALDO BARBOSA;PRP;63
230000002795;BOA VISTA;03018;5;NÃO ELEITO;VALDENORA GOMES ROQUE;PRP;1
230000001730;BOA VISTA;03018;5;ELEITO POR QP;GENIVAL FERREIRA LIMA;PTC;1001
230000002584;BOA VISTA;03018;1;ELEITO POR MÉDIA;JOSÉ FRANCISCO LOPES DE ALBUQUERQUE;PC do B;255
230000001564;BOA VISTA;03018;5;ELEITO POR MÉDIA;EDUARDO JORGE SILVA ROCHA;PSC;1031
230000002768;BOA VISTA;03018;5;NÃO ELEITO;RUI OLIVEIRA FIGUEIREDO;PT;0
230000002710;BOA VISTA;03018;5;NÃO ELEITO;IDIO DIAS DE MATOS;PP;0
230000002665;UIRAMUTÃ;03107;7;NÃO ELEITO;WALLACE SILVA PEIXOTO;PSL;32
230000002218;BONFIM;03077;3;SUPLENTE;JOSE INACIO DINIZ BARBOSA;PMDB;27
230000001024;BONFIM;03077;3;SUPLENTE;WILSON LAURENTINO;SD;26
230000001060;BONFIM;03077;3;SUPLENTE;FRANCISCO PEREIRA DA SILVA;PSDC;44
230000002018;BONFIM;03077;3;NÃO ELEITO;ANTONIO CARLOS SILVA;PTN;25
230000002028;BONFIM;03077;3;NÃO ELEITO;SORAIA DA SILVA;PTN;10
230000002030;BONFIM;03077;3;NÃO ELEITO;ORLANDO PEREIRA DA SILVA;PRP;3
230000002019;BONFIM;03077;3;NÃO ELEITO;JUVENAL MIRANDA LIMA;PRP;0
230000002258;BONFIM;03077;3;NÃO ELEITO;ROY DA CUNHA;PPS;0
230000000952;CARACARAÍ;03034;2;SUPLENTE;MANOEL ALEXANDRE MARTINS COSTA;PMB;26
230000000873;CARACARAÍ;03034;2;SUPLENTE;ISAÍAS LIMA SANTOS;PRP;45
230000000877;CARACARAÍ;03034;2;SUPLENTE;ROSANA CRESCENCIA FERNANDES DA SILVA;SD;70
230000002532;CARACARAÍ;03034;2;SUPLENTE;JULIANA PEREIRA MENDONÇA;PC do B;40
230000002453;CARACARAÍ;03034;2;NÃO ELEITO;CARLOS ALVES CORREA;PHS;81
230000001344;CARACARAÍ;03034;2;ELEITO POR MÉDIA;ZENILSON DE OLIVEIRA SOUSA;PR;214
230000001990;CAROEBE;03000;4;SUPLENTE;KEILA LIMA BORGES;PRP;3
230000001848;MUCAJAÍ;03093;6;SUPLENTE;VERONICA LIMA GOMES;PRP;14
230000001833;MUCAJAÍ;03093;6;SUPLENTE;ADERLIR FERNANDES LEITE;PT do B;5
230000003010;MUCAJAÍ;03093;6;SUPLENTE;MARIA MEIRENE DA SILVA LINO;PC do B;10
230000001397;MUCAJAÍ;03093;6;NÃO ELEITO;HILDO RIOS DE VASCONCELOS;PDT;29
230000001395;MUCAJAÍ;03093;6;NÃO ELEITO;RONALDO DA SILVA CAMELO;PPS;58
230000003028;MUCAJAÍ;03093;6;ELEITO POR QP;JOSE CABRAL SOBRINHO;PSL;370
230000001888;MUCAJAÍ;03093;6;ELEITO POR QP;RAMSES ALMEIDA DA SILVA;PR;320
230000001889;MUCAJAÍ;03093;6;NÃO ELEITO;JADSON NUNES MELO;PR;0
230000001214;PACARAIMA;03123;7;SUPLENTE;CONCEIÇÃO DA SILVA LOPES;PP;10
230000000961;PACARAIMA;03123;7;SUPLENTE;PAULO CEZAR PEREIRA CAMILO;PR;193
230000001248;PACARAIMA;03123;7;SUPLENTE;BENJAMIM DA SILVA RAMOS;PRTB;25
230000002407;ALTO ALEGRE;03050;3;SUPLENTE;JOSE AUGUSTO MIRANDA MENDES;PP;139
230000002638;UIRAMUTÃ;03107;7;SUPLENTE;MEDICI DA SILVA BERMEO;PHS;104
230000002670;UIRAMUTÃ;03107;7;NÃO ELEITO;JOSE RIBAMAR DE SOUZA GOMES;PC do B;0
230000003031;BONFIM;03077;3;SUPLENTE;ANGELA EDMUNDO GRIFFTH;PRB;0
230000000993;BONFIM;03077;3;SUPLENTE;EDNA CAETANO DA SILVA;PRTB;104
230000000989;BONFIM;03077;3;SUPLENTE;JOSE MARIA BARBOSA DA SILVA;PRTB;48
230000002020;BONFIM;03077;3;NÃO ELEITO;JESSE SILVA LOUREDO;PTN;50
230000000984;BONFIM;03077;3;ELEITO POR QP;ANTONIO JOSE BEZERRA DOS SANTOS;PC do B;194
230000002245;BONFIM;03077;3;NÃO ELEITO;HAMILTON DA SILVA;PSDB;0
230000000839;CARACARAÍ;03034;2;SUPLENTE;WENDEL CORDEIRO DE LIMA;PV;286
230000001410;CARACARAÍ;03034;2;SUPLENTE;FRANCISCO CIRILO AMORIM;PEN;60
230000001340;CARACARAÍ;03034;2;SUPLENTE;ANDREIA PEREIRA ROCHA;PRB;4
230000001338;CARACARAÍ;03034;2;SUPLENTE;WALQUIRIA BASTOS DA SILVA;PR;89
230000001349;CARACARAÍ;03034;2;SUPLENTE;ENOS MORAES DE SOUZA MARQUES;PRB;8
230000001353;CARACARAÍ;03034;2;SUPLENTE;ALDENIR SANTOS ARAUJO;PMDB;131
230000002535;CARACARAÍ;03034;2;SUPLENTE;ANTÔNIO ALVES PEREIRA;PC do B;97
230000000929;CARACARAÍ;03034;2;NÃO ELEITO;DANIELE PALMEIRA FERREIRA;PPS;6
230000001336;CAROEBE;03000;4;SUPLENTE;MARCOS OLIVEIRA DE SOUZA WAY WAY;PRB;147
230000001832;MUCAJAÍ;03093;6;ELEITO POR QP;DENIS DERKIAN CONCEIÇÃO SILVA;PSD;350
230000001676;PACARAIMA;03123;7;SUPLENTE;GABRIEL LOPES DA COSTA;SD;12
230000001904;MUCAJAÍ;03093;6;SUPLENTE;ANA PAULA FREITAS DE CAMPOS;PMDB;211
230000001845;MUCAJAÍ;03093;6;SUPLENTE;FRANKNALDO SILVA DOS SANTOS;PRP;33
230000003024;MUCAJAÍ;03093;6;SUPLENTE;ANTONIO DE MATOS DAMACENA;PC do B;24
230000001662;PACARAIMA;03123;7;SUPLENTE;ADELINO RODRIGUES DE ARAUJO;SD;23
230000001239;PACARAIMA;03123;7;SUPLENTE;ROSINEIDE SOUZA DA SILVA;PDT;19
230000001592;PACARAIMA;03123;7;NÃO ELEITO;ZENEIDE PERES DE SOUSA;PSDB;8
230000001596;PACARAIMA;03123;7;NÃO ELEITO;LEANDRO DO NASCIMENTO DA SILVA;PSDB;72
230000001677;PACARAIMA;03123;7;ELEITO POR QP;EMMANUEL SILVA COELHO;SD;136
230000002522;SÃO LUIZ;03158;4;SUPLENTE;SIDENIR LOPES DA SILVA;PPL;81
230000002749;SÃO LUIZ;03158;4;SUPLENTE;VITOR DA SILVA TEIXEIRA;PEN;1
230000001299;SÃO LUIZ;03158;4;SUPLENTE;MARINALVA DOS SANTOS LOPES SOUSA;PR;47
230000001296;SÃO LUIZ;03158;4;SUPLENTE;FAGNER DE MATOS GOMES;PSL;124
230000002239;ALTO ALEGRE;03050;3;SUPLENTE;JOHNNY DA CUNHA DANTAS;SD;70
230000001302;ALTO ALEGRE;03050;3;NÃO ELEITO;JAIME ANSOLIN BARDEN;PV;0
