SQ_CANDIDATO;NM_MUNICIPIO;CD_MUNICIPIO;NR_ZONA;DS_SIT_TOT_TURNO;NM_CANDIDATO;SG_PARTIDO;QT_VOTOS_NOMINAIS
230000002650;UIRAMUTÃ;03107;7;ELEITO POR QP;MAX FERREIRA DOS SANTOS;PPS;274
230000002672;UIRAMUTÃ;03107;7;NÃO ELEITO;LUCILENE DA SILVA SOUZA;PC do B;0
230000001019;BONFIM;03077;3;SUPLENTE;JHONIN PEREIRA ANICETO;PHS;116
230000002904;BONFIM;03077;3;SUPLENTE;VANDERLEIA DOS SANTOS ARAUJO;PC do B;0
230000002025;BONFIM;03077;3;NÃO ELEITO;JOSILENE UCHOA DA SILVA;PRP;11
230000002247;BONFIM;03077;3;NÃO ELEITO;FRANCISCO EVANDRO GOMES DA SILVA;PSDB;0
230000002257;BONFIM;03077;3;NÃO ELEITO;AYDONARA CRISTIE DINIZ PEIXOTO;PPS;0
230000002243;BONFIM;03077;3;NÃO ELEITO;ROCHELLE OLIVEIRA RODRIGUES;PEN;0
230000000837;CARACARAÍ;03034;2;SUPLENTE;SIMONE DE SOUSA ROSA;PSC;13
230000001415;CARACARAÍ;03034;2;SUPLENTE;JOVANA SANTOS DE LIMA;PEN;19
230000001352;CARACARAÍ;03034;2;SUPLENTE;MANOEL SIMÃO CAMPOS;PMDB;5
230000001356;CARACARAÍ;03034;2;SUPLENTE;ANSELMO DA SILVA PEREIRA;PPL;6
230000001358;CARACARAÍ;03034;2;SUPLENTE;JULIO ALEX MORAES PRADO SILVA;PR;3
230000000869;CARACARAÍ;03034;2;SUPLENTE;ANTONIO VITOR VIANA;PRP;20
230000002534;CARACARAÍ;03034;2;SUPLENTE;AUREA LÚCIA SILVA BRITO;PC do B;65
230000002804;CARACARAÍ;03034;2;SUPLENTE;RAIMUNDO DA SILVA SANTOS;PC do B;1
230000002546;CARACARAÍ;03034;2;SUPLENTE;JOSÉ OLIVEIRA SANTOS;PT;21
230000000928;CARACARAÍ;03034;2;NÃO ELEITO;GERALDO LIRA RAMOS FILHO;PPS;13
230000001414;CARACARAÍ;03034;2;ELEITO POR QP;JOSUÉ SALES TEIXEIRA;PEN;423
230000001992;CAROEBE;03000;4;SUPLENTE;GESSY JESUS DE SOUZA;PR;99
230000001092;CAROEBE;03000;4;SUPLENTE;NAPOLEAO DA PAIXAO RODRIGUES;PDT;30
230000001849;MUCAJAÍ;03093;6;SUPLENTE;MARIA DO SOCORRO PEDROSA DA SILVA;PRP;82
230000002515;SÃO LUIZ;03158;4;SUPLENTE;ELISVAN GONÇALVES DE ALENCAR RODRIGUES;PPL;22
230000002753;SÃO LUIZ;03158;4;SUPLENTE;EMILIA INÁCIO DE OLIVEIRA;PEN;3
230000001263;SÃO LUIZ;03158;4;NÃO ELEITO;ANTONIO EDILSON DE ARAGÃO;PT;53
230000001301;SÃO LUIZ;03158;4;ELEITO POR MÉDIA;ILVANICIO FILHO ALENCAR DA SILVA;PSC;182
230000002523;SÃO LUIZ;03158;4;ELEITO POR QP;ELEXANDRO MENDES;PPL;134
230000001914;ALTO ALEGRE;03050;3;SUPLENTE;FRANCISCO DE PAULA GOMES;PSC;138
230000002404;ALTO ALEGRE;03050;3;SUPLENTE;HAMINTAS TEIXEIRA ALMEIDA;PDT;46
230000002227;ALTO ALEGRE;03050;3;ELEITO POR QP;MARIA SONIA VIEIRA SILVA;SD;342
230000001309;ALTO ALEGRE;03050;3;NÃO ELEITO;LEIDIANE SAMPAIO DE SOUZA;PC do B;0
230000001738;BOA VISTA;03018;5;SUPLENTE;OSIAS VIANA DE SOUSA;PTC;139
230000001750;BOA VISTA;03018;5;SUPLENTE;ROSA APARECIDA AMORIM DE FREITAS;PTC;53
230000001740;BOA VISTA;03018;5;SUPLENTE;ADRIANE CRUZ SILVA;PTC;35
230000001744;BOA VISTA;03018;5;SUPLENTE;ILDIMAR DE JESUS SILVA;PTC;1055
230000002793;BOA VISTA;03018;5;SUPLENTE;JOSÉ IAQUES SOUSA SALES;PC do B;305
230000002772;BOA VISTA;03018;1;SUPLENTE;EDIVALDO NASCIMENTO SILVA;PT;27
230000002793;BOA VISTA;03018;1;SUPLENTE;JOSÉ IAQUES SOUSA SALES;PC do B;22
230000002769;BOA VISTA;03018;5;SUPLENTE;ROSENILDA AZEVEDO FERREIRA;PT;253
230000002590;BOA VISTA;03018;5;SUPLENTE;MARCOS PAULO BENHUR SALDANHA TROVÃO;PC do B;128
230000002775;BOA VISTA;03018;1;SUPLENTE;EDINEY BORGES DE JESUS;PT;34
230000002107;BOA VISTA;03018;1;SUPLENTE;ABREU ALMEIDA SILVA;PSD;99
230000001578;BOA VISTA;03018;1;SUPLENTE;DAVID MARINHO DE SOUZA;PMB;30
230000001572;BOA VISTA;03018;1;SUPLENTE;LUCIANO PEREIRA DIAS;PSC;55
230000002385;BOA VISTA;03018;5;SUPLENTE;NATANAEL ALVES DO NASCIMENTO;PRTB;337
230000002391;BOA VISTA;03018;1;SUPLENTE;PARIMÉ BRASIL FILHO;DEM;64
230000002706;BOA VISTA;03018;1;SUPLENTE;ANTONIO PEREIRA MATOS;PRTB;80
230000002169;BOA VISTA;03018;5;SUPLENTE;NATAL ALTAIR SOARES;PEN;198
230000002060;BOA VISTA;03018;5;SUPLENTE;KARINA STRAIOTO;PSB;18
230000002068;BOA VISTA;03018;5;SUPLENTE;FRANCIANE PARICÁ ALEIXO;PSDC;13
230000002350;BOA VISTA;03018;1;SUPLENTE;ADAILDE ARAUJO DE FREITAS;PR;26
230000001926;BOA VISTA;03018;5;NÃO ELEITO;DENIS DE ALMEIDA RIBEIRO;PSOL;10
230000001930;BOA VISTA;03018;5;NÃO ELEITO;FRANCISCO GOMES RIBEIRO;PSOL;77
230000002312;BOA VISTA;03018;1;NÃO ELEITO;JARDEL FARIAS DA SILVA;PTB;3
230000002867;BOA VISTA;03018;5;NÃO ELEITO;JANKLEY CRISTHYAN MIRANDA BENIGNO;PV;6
230000001950;BOA VISTA;03018;1;ELEITO POR QP;IDAZIO CHAGAS DE LIMA;PP;963
230000002166;BOA VISTA;03018;5;NÃO ELEITO;MARCELINO MACEDO DE SOUSA NETO;PMN;0
230000003033;BOA VISTA;03018;1;NÃO ELEITO;MOISES SANCHES DE LIMA;PSDC;0
230000001743;BOA VISTA;03018;1;SUPLENTE;DEUZENIR AUGUSTO DE FARIAS;PTC;38
230000001736;BOA VISTA;03018;1;SUPLENTE;ZANAIRA AIRES DA COSTA;PTC;8
230000001734;BOA VISTA;03018;1;SUPLENTE;JOSE CARLOS RODRIGUES GOMES;PTC;94
230000001729;BOA VISTA;03018;5;SUPLENTE;CICERO CARDOZO DE ALMEIDA FILHO;PTC;356
230000001743;BOA VISTA;03018;5;SUPLENTE;DEUZENIR AUGUSTO DE FARIAS;PTC;284
230000001739;BOA VISTA;03018;5;SUPLENTE;MARIA LEDIMAR MIRANDA PEIXOTO;PTC;132
230000002614;BOA VISTA;03018;5;SUPLENTE;AUGUSTO DANTAS LEITÃO;PC do B;195
230000002084;BOA VISTA;03018;5;SUPLENTE;FRANCISCO EDGLEI ALEXANDRE CESARIO;PSD;1000
230000002985;BOA VISTA;03018;5;SUPLENTE;RAYSSA EMMANUELA LINHARES VILELA;PSD;1
230000002094;BOA VISTA;03018;5;SUPLENTE;ANTONIA LÚCIA RODRIGUES COSTA;PSD;59
230000002668;UIRAMUTÃ;03107;7;NÃO ELEITO;DIONISIO DA SILVA;SD;8
230000002632;BONFIM;03077;3;NÃO ELEITO;EDNA CRUZ DE SOUZA;DEM;1
230000002031;BONFIM;03077;3;NÃO ELEITO;LARISSA NAYLANE FERREIRA DE SOUSA;PTN;9
230000002242;BONFIM;03077;3;NÃO ELEITO;MARILENE PINTO DE LIMA;PEN;0
230000000838;CARACARAÍ;03034;2;SUPLENTE;TURNIS LEITE DE ALMEIDA;PSC;162
230000001406;CARACARAÍ;03034;2;SUPLENTE;ALTAIR DE SOUZA MORAES;PEN;45
230000001345;CARACARAÍ;03034;2;SUPLENTE;EDMILSON GUIMARÃES COSTA FILHO;PR;44
230000002541;CARACARAÍ;03034;2;SUPLENTE;RAIMUNDO RODRIGUES DA SILVA;PC do B;132
230000001425;CARACARAÍ;03034;2;ELEITO POR QP;SILVIO MANOEL DE LIMA JUNIOR;PP;336
230000001991;CAROEBE;03000;4;SUPLENTE;CELIO RAMOS DA COSTA;PEN;40
230000001463;CAROEBE;03000;4;SUPLENTE;MARIA ELIZETE RODRIGUES DE QUEIROZ;PPS;4
230000001094;CAROEBE;03000;4;SUPLENTE;IVONE CARNEIRO DOS SANTOS;SD;174
230000001334;CAROEBE;03000;4;ELEITO POR MÉDIA;NICODEMIO SARAIVA DE FREITAS;PRB;162
230000001330;CAROEBE;03000;4;ELEITO POR QP;ÁQUILA PRUDENTE ARAÚJO;PRB;240
230000001093;CAROEBE;03000;4;ELEITO POR QP;EDUARDA BASTOS CORDEIRO;PDT;276
230000001890;MUCAJAÍ;03093;6;SUPLENTE;MATEUS DA SILVA;PR;157
230000003017;MUCAJAÍ;03093;6;SUPLENTE;JOSÉ DO BONFIM DIAS DE OLIVEIRA;PSL;49
230000001818;MUCAJAÍ;03093;6;ELEITO POR MÉDIA;CLEUDE RODRIGUES DIOLINO;PSDC;267
230000001901;MUCAJAÍ;03093;6;NÃO ELEITO;FRANCISCO DOS SANTOS LIMA;PV;0
230000001213;PACARAIMA;03123;7;SUPLENTE;BENEDITO PEREIRA DOS SANTOS NETO;PP;31
230000001224;PACARAIMA;03123;7;SUPLENTE;DOMINGOS RAMOS CUNHA;PTB;13
230000000966;PACARAIMA;03123;7;SUPLENTE;FRANCISCO TEIXEIRA DE LIMA;PRB;146
230000001193;PACARAIMA;03123;7;SUPLENTE;CLAUDIO RODRIGUES;PRP;48
230000002511;SÃO LUIZ;03158;4;SUPLENTE;ARMANDO CARDOSO DOS SANTOS;PRP;71
230000002747;SÃO LUIZ;03158;4;ELEITO POR QP;DEJAILSON SERVOLO BARBOZA;PEN;206
230000002410;ALTO ALEGRE;03050;3;SUPLENTE;JUSCILENE DEMETRIO DA SILVA;PR;47
230000002643;UIRAMUTÃ;03107;7;SUPLENTE;LEONARDO RODRIGUES;PP;114
230000002214;BONFIM;03077;3;SUPLENTE;ROBSON DE AGUIAR PIMENTEL;PV;121
230000000992;BONFIM;03077;3;SUPLENTE;PEDRO GILMAR SABOIA;PRTB;141
230000000997;BONFIM;03077;3;SUPLENTE;TIAGO ROTH NOGUEIRA;PDT;82
230000001424;CARACARAÍ;03034;2;SUPLENTE;REINALDO BARROS RODRIGUES;PP;68
230000000865;CARACARAÍ;03034;2;SUPLENTE;ANDERSON TAVARES;SD;47
230000000937;CARACARAÍ;03034;2;NÃO ELEITO;JUAREZ CARLOS GONCALVES;PPS;5
230000002459;CARACARAÍ;03034;2;NÃO ELEITO;JEIEL SILVA DOS SANTOS MATOS;PHS;0
230000002276;CAROEBE;03000;4;SUPLENTE;JOSIEL DA CONCEICAO;PMDB;57
230000001455;CAROEBE;03000;4;SUPLENTE;DJAIR FRANCISCO FURTADO;PC do B;201
230000002262;CAROEBE;03000;4;NÃO ELEITO;FRANCISCO PEREIRA SOUSA;PSDC;0
230000001898;MUCAJAÍ;03093;6;SUPLENTE;MARIO RODRIGUES DE ANDRADE;PTN;227
230000001858;MUCAJAÍ;03093;6;SUPLENTE;ANTONIO JOSE DA SILVA;PHS;80
230000003027;MUCAJAÍ;03093;6;SUPLENTE;JAMES CARLOS ANDRADE LAUS;PSL;169
230000001233;PACARAIMA;03123;7;SUPLENTE;LUIZ CAMPOS TAVARES JUNIOR;PTC;43
230000001291;SÃO LUIZ;03158;4;SUPLENTE;GILSA LISBOA BEMER;PSL;6
230000002641;UIRAMUTÃ;03107;7;SUPLENTE;VALDEMI BRITO;PHS;55
230000002693;UIRAMUTÃ;03107;7;NÃO ELEITO;ANA ARLETE SILVA COSTA;PMDB;1
230000002642;UIRAMUTÃ;03107;7;ELEITO POR QP;NILTON MELQUIOR MESSIAS;PV;200
230000002210;BONFIM;03077;3;SUPLENTE;NELYERTON DE OLIVEIRA ANDRADE;PRB;163
230000000988;BONFIM;03077;3;SUPLENTE;ANAILDO DA SILVA PEREIRA;PRTB;55
230000002022;BONFIM;03077;3;NÃO ELEITO;SERGIO DA SILVA;PTN;151
230000001053;BONFIM;03077;3;ELEITO POR MÉDIA;ZACARIAS EDVINO DOUGLAS;PSDC;171
230000001015;BONFIM;03077;3;ELEITO POR MÉDIA;CLEUZENIR EVANGELISTA DO NASCIMENTO;PR;146
230000000835;CARACARAÍ;03034;2;SUPLENTE;ROSILANE FROZ SILVA;PMN;40
230000001417;CARACARAÍ;03034;2;SUPLENTE;ROBNILSON BEZERRA LIMA;PEN;124
230000000940;CARACARAÍ;03034;2;SUPLENTE;MAVIAILSON LIRA DA SILVA;PTC;1
230000000875;CARACARAÍ;03034;2;SUPLENTE;ROSANGELA DE SOUZA;PRP;55
230000002538;CARACARAÍ;03034;2;SUPLENTE;DEYNISON GOMES DA SILVA;PC do B;33
230000002544;CARACARAÍ;03034;2;SUPLENTE;ARISON SIQUEIRA SOARES;PC do B;22
230000000939;CARACARAÍ;03034;2;NÃO ELEITO;ELDER DE SOUZA VIEIRA;PPS;44
230000002540;CARACARAÍ;03034;2;ELEITO POR QP;AGNALDO LUIZ XAVIER;PC do B;230
230000001985;CAROEBE;03000;4;SUPLENTE;GILBERTO LUIZ DE SOUZA;PR;170
230000001460;CAROEBE;03000;4;SUPLENTE;LEONARDO BELTRAMI PEREIRA;PPS;104
230000001464;CAROEBE;03000;4;SUPLENTE;NATANAEL SARAIVA SOUZA BENICIO;PPS;9
230000001837;MUCAJAÍ;03093;6;SUPLENTE;CICERO ALVES DE BRITO;PSDC;198
230000003015;MUCAJAÍ;03093;6;SUPLENTE;LUIZ CARLOS GOMES JORGE;PSL;34
230000001895;MUCAJAÍ;03093;6;ELEITO POR QP;JOELSON SILVA DA COSTA;PR;315
230000001827;MUCAJAÍ;03093;6;ELEITO POR QP;ATEILTON PEREIRA DA SILVA;PSDC;280
230000000960;PACARAIMA;03123;7;SUPLENTE;ROSA ALMERINDA COSTA DA SILVA;PR;9
230000001593;PACARAIMA;03123;7;NÃO ELEITO;JANIELE NASCIMENTO PEDROSA;PSDB;1
230000001189;PACARAIMA;03123;7;ELEITO POR QP;JEFFERSON MANDUCA MOREIRA DA SILVA;PSL;198
230000002759;SÃO LUIZ;03158;4;SUPLENTE;JOSÉ ALTAIR COLARES OLIVEIRA;PP;129
230000001918;ALTO ALEGRE;03050;3;SUPLENTE;ROMILDO DE SOUZA;PEN;334
230000001917;ALTO ALEGRE;03050;3;ELEITO POR QP;RADAMES PEREIRA DE MELO;PEN;425
230000001308;ALTO ALEGRE;03050;3;NÃO ELEITO;JOSIANE LIMAS SANTOS;PRP;0
230000002865;UIRAMUTÃ;03107;7;NÃO ELEITO;DELZUITA DOMINGOS DA SILVA;PT;0
230000003036;BONFIM;03077;3;SUPLENTE;SAVANA CHRIS TEIXEIRA LINHARES;PSDC;17
230000001054;BONFIM;03077;3;SUPLENTE;GLEIDSON DE OLIVEIRA UCHÔA;PSDC;127
230000002630;BONFIM;03077;3;NÃO ELEITO;SANDRO VERAS ANDRADE;DEM;0
230000002029;BONFIM;03077;3;NÃO ELEITO;LUCINEIA SAGICA;PRP;16
230000001357;CARACARAÍ;03034;2;SUPLENTE;MARIA REJANE DA SILVA;PR;1
230000000955;CARACARAÍ;03034;2;SUPLENTE;MASSUHAN FERREIRA ALVES;PMB;26
230000000945;CARACARAÍ;03034;2;SUPLENTE;ALBERTO MELGUEIRO;PTC;19
230000000867;CARACARAÍ;03034;2;SUPLENTE;MARIA DO LIVRAMENTO DA SILVA;SD;33
230000000885;CARACARAÍ;03034;2;SUPLENTE;LINALDO MEDEIROS DO NASCIMENTO;PRP;143
230000000932;CARACARAÍ;03034;2;NÃO ELEITO;ALCIR FLORENTINO DE ARRUDA;PPS;44
230000002270;CAROEBE;03000;4;SUPLENTE;ALBERTO PEREIRA SOUSA;PSDC;20
230000001331;CAROEBE;03000;4;SUPLENTE;JOÃO PAULINO SOARES;PP;14
230000001329;CAROEBE;03000;4;SUPLENTE;ISMAEL SANTANA PAES;PV;86
230000002088;BOA VISTA;03018;1;SUPLENTE;NIVALDO CICERO BONFIM;PSD;9
230000001958;BOA VISTA;03018;1;SUPLENTE;JOSÉ ALCIONE ALMEIDA JUNIOR;PRB;721
230000001944;BOA VISTA;03018;5;SUPLENTE;RAIMUNDA BATISTA DO VALE;PP;29
230000001586;BOA VISTA;03018;1;SUPLENTE;MÁRIO FERNANDO FERREIRA DA SILVA;PMB;237
230000001559;BOA VISTA;03018;1;SUPLENTE;LUIZA TORQUATO DA COSTA;PSC;46
230000001559;BOA VISTA;03018;5;SUPLENTE;LUIZA TORQUATO DA COSTA;PSC;58
230000002392;BOA VISTA;03018;5;SUPLENTE;MANOEL PEDRO SANTO SILVA RIBEIRO;DEM;32
230000002371;BOA VISTA;03018;5;SUPLENTE;ELIANA DA SILVA PEREIRA;PRTB;1
230000002376;BOA VISTA;03018;1;SUPLENTE;TAYLA RIBEIRO PERES  SILVA;PRTB;319
230000002374;BOA VISTA;03018;1;SUPLENTE;FRANCISCA VASCONCELOS MOREIRA;PRTB;23
230000002165;BOA VISTA;03018;1;SUPLENTE;JOSIRLEI ALVES DE OLIVEIRA;PEN;29
230000002162;BOA VISTA;03018;5;SUPLENTE;EVA LUCIANE LOUREIRO SANTOS;PEN;1
230000002071;BOA VISTA;03018;5;SUPLENTE;GILMAR ALVES DA SILVA;PSDC;218
230000002069;BOA VISTA;03018;1;SUPLENTE;FRANCISCO DE ASSIS PEREIRA FIGUEIRA;PSL;191
230000002071;BOA VISTA;03018;1;SUPLENTE;GILMAR ALVES DA SILVA;PSDC;117
230000002054;BOA VISTA;03018;1;SUPLENTE;MAYARA DA SILVA FERREIRA;PMDB;222
230000002053;BOA VISTA;03018;5;SUPLENTE;CARLA DENNYELLE ALVES SILVA;PMDB;33
230000002072;BOA VISTA;03018;1;SUPLENTE;GRACINEIDE DE SOUZA ROLIM;PSDC;54
230000001775;BOA VISTA;03018;5;SUPLENTE;SERGIO ANTONIO ADONA;PDT;8
230000001781;BOA VISTA;03018;5;SUPLENTE;MARIA INES COSTA;PHS;64
230000002361;BOA VISTA;03018;1;SUPLENTE;TERESA CRISTINA NOGUEIRA PAIM;PR;227
230000002363;BOA VISTA;03018;5;SUPLENTE;VERONICE ROMÃO SILVA;PR;449
230000002335;BOA VISTA;03018;1;SUPLENTE;CARLOS ALBERTO ALMEIDA COSTA;PPS;1
230000002358;BOA VISTA;03018;1;SUPLENTE;MARCELO NASCIMENTO DE MEIRELES;PR;356
230000002420;BOA VISTA;03018;5;NÃO ELEITO;ROGERIO ARAUJO FRAULOB;PRP;16
230000002426;BOA VISTA;03018;5;NÃO ELEITO;JOSE SILVA RODRIGUES;PRP;66
230000002417;BOA VISTA;03018;1;NÃO ELEITO;DENIS LOURENÇO DA COSTA;PRP;46
230000002423;BOA VISTA;03018;1;NÃO ELEITO;MARIA JOSE DE ASSUNÇÃO;PRP;3
230000002083;BOA VISTA;03018;1;ELEITO POR QP;WAGNER SILVA FEITOSA;SD;297
230000001782;BOA VISTA;03018;5;ELEITO POR QP;MIRIAN DOS REIS MELO;PHS;1722
230000002707;BOA VISTA;03018;5;NÃO ELEITO;MARCONDES SARAIVA GRANGEIRO;PRTB;0
230000002150;BOA VISTA;03018;5;NÃO ELEITO;RUANEY VASCONCELOS RIBEIRO;PEN;0
230000002413;BOA VISTA;03018;5;NÃO ELEITO;JOSE NUNES FERREIRA;PRP;0
230000002659;UIRAMUTÃ;03107;7;SUPLENTE;IONETE RODRIGUES SIMPLICIO;PSB;1
230000001020;BONFIM;03077;3;SUPLENTE;ILDIS JOSÉ DA SILVA FILHO;PHS;76
230000000994;BONFIM;03077;3;SUPLENTE;DUCIA CAETANO OLIMPIO;PRTB;12
230000002032;BONFIM;03077;3;NÃO ELEITO;ROSIANY PEIXOTO GOMES;PSC;129
230000001021;BONFIM;03077;3;ELEITO POR QP;GIVANILDO MENDES VERAS;PR;311
230000000829;CARACARAÍ;03034;2;SUPLENTE;ARNOLDO FERREIRA LIMA;PSC;29
230000000836;CARACARAÍ;03034;2;SUPLENTE;ROSIMEIRE MORAES RAMOS;PSC;17
230000001427;CARACARAÍ;03034;2;SUPLENTE;CLÉBER ARAÚJO PIMENTEL;PP;22
230000001420;CARACARAÍ;03034;2;SUPLENTE;EVA SABINA GUIVARA MEDEIROS;PEN;41
230000001342;CARACARAÍ;03034;2;SUPLENTE;FRANCISCO DE ASSIS DE OLIVEIRA;PMDB;60
230000002455;CARACARAÍ;03034;2;NÃO ELEITO;LINDOMARA GOMES SERAFIM;PHS;18
230000002274;CAROEBE;03000;4;SUPLENTE;CARLA APARECIDA CAMPOS MORAIS TASSINARI;PSD;5
230000002387;BOA VISTA;03018;1;SUPLENTE;EVERANE BENÍCIO DE SOUZA;DEM;2
230000002076;BOA VISTA;03018;1;SUPLENTE;JOZIEL VANDERLEI DA SILVA;SD;173
230000002082;BOA VISTA;03018;1;SUPLENTE;RAIMUNDO PAIVA DE SOUSA;PT do B;32
230000002063;BOA VISTA;03018;1;SUPLENTE;ALAN SOUSA ANDRADE;SD;539
230000002061;BOA VISTA;03018;5;SUPLENTE;MARIA YOLANDA ALVES HERBSTER NETA;PSB;1
230000002078;BOA VISTA;03018;1;SUPLENTE;MARIA LUCIA RODRIGUES MARQUES;SD;400
230000001770;BOA VISTA;03018;1;SUPLENTE;FRANLIO DE MELO SILVA;PDT;30
230000001785;BOA VISTA;03018;5;SUPLENTE;MARLA MARJORIE LIMA DE SOUZA;PHS;43
230000002347;BOA VISTA;03018;1;SUPLENTE;ALENUSKA EUDOCIA DE ARAÚJO SILVA;PPS;15
230000002437;BOA VISTA;03018;1;NÃO ELEITO;LUZIA CLEIDIMAR DO VALE LIMA;PRP;0
230000002420;BOA VISTA;03018;1;NÃO ELEITO;ROGERIO ARAUJO FRAULOB;PRP;13
230000001929;BOA VISTA;03018;1;NÃO ELEITO;DEISE DE ALMEIDA RIBEIRO;PSOL;5
230000002299;BOA VISTA;03018;1;NÃO ELEITO;GABRIEL MOTA E SILVA;PV;1153
230000002314;BOA VISTA;03018;5;NÃO ELEITO;MIGUEL PINHEIRO DE OLIVEIRA;PTB;50
230000001732;BOA VISTA;03018;5;ELEITO POR QP;ROMULO SOARES AMORIM;PTC;987
230000002103;BOA VISTA;03018;5;ELEITO POR MÉDIA;ZELIO DOS SANTOS MOTA;PSD;840
230000002305;BOA VISTA;03018;1;NÃO ELEITO;NATHAN RUIZ DA COSTA RIBEIRO;PV;0
230000002666;UIRAMUTÃ;03107;7;NÃO ELEITO;LUIZ DE SOUZA;SD;72
230000002215;BONFIM;03077;3;SUPLENTE;MIRACELIO DE SOUZA MACHADO;PV;6
230000002217;BONFIM;03077;3;SUPLENTE;CLODOALDO MANDUCA UCHOA;PV;91
230000001022;BONFIM;03077;3;SUPLENTE;KÁTIA REGINA DOS SANTOS VELASCO;PR;63
230000000986;BONFIM;03077;3;SUPLENTE;LINDALVA MARIA DE MENEZES;PC do B;27
230000001057;BONFIM;03077;3;SUPLENTE;ANTONIO MARCOS SOUZA CARVALHO;PT;19
230000001048;BONFIM;03077;3;SUPLENTE;EDNEUSA SILVA VERAS;PT;12
230000002625;BONFIM;03077;3;NÃO ELEITO;SELMA APARECIDA DE SA;DEM;10
230000000999;BONFIM;03077;3;ELEITO POR QP;FRANCISCO DAS CHAGAS PEIXOTO NETO;PDT;227
230000000996;BONFIM;03077;3;NÃO ELEITO;KLEYTON SOARES DA CUNHA;PT do B;0
230000002255;BONFIM;03077;3;NÃO ELEITO;STEVIE WONDER LIMA LAMAZON;PPS;0
230000002249;BONFIM;03077;3;NÃO ELEITO;ZICO OLIVEIRA DA SILVA;PTC;0
230000002252;BONFIM;03077;3;NÃO ELEITO;JOICINEI ARAUJO SINESIO;PPS;0
230000000842;CARACARAÍ;03034;2;SUPLENTE;JOSE ROBERTO SOARES VIEIRA;PSC;9
230000000951;CARACARAÍ;03034;2;SUPLENTE;ELIETE FERREIRA DOS SANTOS;PMB;15
230000000944;CARACARAÍ;03034;2;SUPLENTE;LUCIMAR RODRIGUES DA SILVA;PTC;123
230000000880;CARACARAÍ;03034;2;SUPLENTE;ELISABETE FAUSTINO BASTOS;SD;0
230000002548;CARACARAÍ;03034;2;SUPLENTE;IRANILDE SOUZA SILVA;PT;6
230000001847;MUCAJAÍ;03093;6;SUPLENTE;RAIMUNDO PEREIRA DOS SANTOS NETO;PRP;115
230000003011;MUCAJAÍ;03093;6;SUPLENTE;JAQUILENE DOS REIS BRANDÃO;PC do B;8
230000001893;MUCAJAÍ;03093;6;ELEITO POR QP;FRANCISCO ELSON DA CONCEIÇÃO DUARTE;PTN;308
230000001851;MUCAJAÍ;03093;6;ELEITO POR QP;VLADIMIR OLIVEIRA CRUZ;PRP;257
230000001664;PACARAIMA;03123;7;SUPLENTE;ARMANDINA LOPES DOS SANTOS;PEN;29
230000001674;PACARAIMA;03123;7;SUPLENTE;LEDIMAR DOS SANTOS SILVA;PSC;42
230000001666;PACARAIMA;03123;7;SUPLENTE;GEROCILDA MARAJO;PEN;51
230000001243;PACARAIMA;03123;7;SUPLENTE;MARCELO BENVINDO DA FONSECA SOARES;PDT;160
230000002512;SÃO LUIZ;03158;4;SUPLENTE;MARIA JOSE BARROS NETO;PPL;73
230000001820;MUCAJAÍ;03093;6;SUPLENTE;EDSON FERREIRA DA SILVA;PSDC;56
230000001822;MUCAJAÍ;03093;6;SUPLENTE;ROBERTANIA CONCEIÇÃO LIMA;PSDC;30
230000003019;MUCAJAÍ;03093;6;SUPLENTE;LUCIANO MARQUES;PSC;30
230000003023;MUCAJAÍ;03093;6;SUPLENTE;LOURIVAL DE ARAUJO CORTÊS;PC do B;4
230000001394;MUCAJAÍ;03093;6;NÃO ELEITO;MARIZA PEDROSA;PPS;29
230000002708;MUCAJAÍ;03093;6;NÃO ELEITO;ANDRIA THALINE RIVAS DE OLIVEIRA;PP;45
230000001829;MUCAJAÍ;03093;6;NÃO ELEITO;SILVANIA MARIA DE MORAES SILVA;SD;0
230000001598;PACARAIMA;03123;7;NÃO ELEITO;ALDINO ALVES FERREIRA;PSDB;62
230000001605;PACARAIMA;03123;7;NÃO ELEITO;ADALBERTO CASSEMIRO ALVES BRAZ JUNIOR;PSDB;24
230000002751;SÃO LUIZ;03158;4;SUPLENTE;FRANCISCA SABINO PAIVA;PV;6
230000002757;SÃO LUIZ;03158;4;SUPLENTE;JUSCELINO DA SILVA CASTRO;PEN;29
230000002508;SÃO LUIZ;03158;4;SUPLENTE;JOAREZ COSTA SOUZA;PPS;18
230000001285;SÃO LUIZ;03158;4;SUPLENTE;KANIDIULIO PAIVA DA LIMA;PSDB;44
230000001293;SÃO LUIZ;03158;4;SUPLENTE;LUZINETE GONÇALVES MOREIRA SOUSA;PSDB;0
230000001261;SÃO LUIZ;03158;4;NÃO ELEITO;JAIME FERREIRA DO PRADO;PDT;30
230000001290;SÃO LUIZ;03158;4;ELEITO POR QP;NILSON CARLOS VELOSO;PRB;212
230000001286;SÃO LUIZ;03158;4;ELEITO POR QP;OSVALDINO JUNIOR RODRIGUES;PRB;185
230000001922;ALTO ALEGRE;03050;3;SUPLENTE;ARILSON FAUSTINO DE OLIVEIRA;PEN;343
230000002226;ALTO ALEGRE;03050;3;SUPLENTE;LAURIVANIA MORAIS DA CRUZ;PSDC;24
230000001305;ALTO ALEGRE;03050;3;NÃO ELEITO;FRANCISCO DE PAULA GUIMARÃES;PRP;0
